Jahr,Altersgruppe,Attribute,Value
2008,78,Insgesamt,609940
2008,79,männlich,230431
2008,79,weiblich,339846
2008,79,Insgesamt,570277
2008,80,männlich,214730
2008,80,weiblich,327993
2008,80,Insgesamt,542723
2008,81,männlich,180428
2008,81,weiblich,303697
2008,81,Insgesamt,484125
2008,82,männlich,155470
2008,82,weiblich,295043
2008,82,Insgesamt,450513
2008,83,männlich,134585
2008,83,weiblich,283912
2008,83,Insgesamt,418497
2008,84,männlich,106415
2008,84,weiblich,256463
2008,84,Insgesamt,362878
2008,85 +,männlich,471359
2008,85 +,weiblich,1331017
2008,85 +,Insgesamt,1802376
2008,Insgesamt,männlich,40000000
2008,Insgesamt,weiblich,42000000
2008,Insgesamt,Insgesamt,82002356
2009,unter 1 Jahr,männlich,341123
2009,unter 1 Jahr,weiblich,324028
2009,unter 1 Jahr,Insgesamt,665151
2009,1,männlich,352496
2009,1,weiblich,335300
2009,1,Insgesamt,687796
2009,2,männlich,354013
2009,2,weiblich,335497
2009,2,Insgesamt,689510
2009,3,männlich,348209
2009,3,weiblich,329431
2009,3,Insgesamt,677640
2009,4,männlich,353611
2009,4,weiblich,335900
2009,4,Insgesamt,689511
2009,5,männlich,363021
2009,5,weiblich,344710
2009,5,Insgesamt,707731
2009,6,männlich,363189
2009,6,weiblich,344835
2009,6,Insgesamt,708024
2009,7,männlich,369941
2009,7,weiblich,351142
2009,7,Insgesamt,721083
2009,8,männlich,378865
2009,8,weiblich,359693
2009,8,Insgesamt,738558
2009,9,männlich,394905
2009,9,weiblich,377426
2009,9,Insgesamt,772331
2009,10,männlich,397927
2009,10,weiblich,376432
2009,10,Insgesamt,774359
2009,11,männlich,405875
2009,11,weiblich,385436
2009,11,Insgesamt,791311
2009,12,männlich,418950
2009,12,weiblich,397892
2009,12,Insgesamt,816842
2009,13,männlich,412504
2009,13,weiblich,390828
2009,13,Insgesamt,803332
2009,14,männlich,399788
2009,14,weiblich,379667
2009,14,Insgesamt,779455
2009,15,männlich,405817
2009,15,weiblich,384304
2009,15,Insgesamt,790121
2009,16,männlich,422610
2009,16,weiblich,400814
2009,16,Insgesamt,823424
2009,17,männlich,433153
2009,17,weiblich,412361
2009,17,Insgesamt,845514
2009,18,männlich,452063
2009,18,weiblich,429953
2009,18,Insgesamt,882016
2009,19,männlich,500389
2009,19,weiblich,475608
2009,19,Insgesamt,975997
2009,20,männlich,497757
2009,20,weiblich,476721
2009,20,Insgesamt,974478
2009,21,männlich,516318
2009,21,weiblich,494025
2009,21,Insgesamt,1010343
2009,22,männlich,509209
2009,22,weiblich,487256
2009,22,Insgesamt,996465
2009,23,männlich,503040
2009,23,weiblich,485301
2009,23,Insgesamt,988341
2009,24,männlich,490329
2009,24,weiblich,474501
2009,24,Insgesamt,964830
2009,25,männlich,491859
2009,25,weiblich,475965
2009,25,Insgesamt,967824
2009,26,männlich,496870
2009,26,weiblich,482477
2009,26,Insgesamt,979347
2009,27,männlich,511612
2009,27,weiblich,496423
2009,27,Insgesamt,1008035
2009,28,männlich,508608
2009,28,weiblich,498097
2009,28,Insgesamt,1006705
2009,29,männlich,513919
2009,29,weiblich,502590
2009,29,Insgesamt,1016509
2009,30,männlich,490330
2009,30,weiblich,479041
2009,30,Insgesamt,969371
2009,31,männlich,484914
2009,31,weiblich,472793
2009,31,Insgesamt,957707
2009,32,männlich,480962
2009,32,weiblich,469596
2009,32,Insgesamt,950558
2009,33,männlich,474704
2009,33,weiblich,463573
2009,33,Insgesamt,938277
2009,34,männlich,464014
2009,34,weiblich,451330
2009,34,Insgesamt,915344
2009,35,männlich,470024
2009,35,weiblich,459908
2009,35,Insgesamt,929932
2009,36,männlich,475890
2009,36,weiblich,465498
2009,36,Insgesamt,941388
2009,37,männlich,524311
2009,37,weiblich,509963
2009,37,Insgesamt,1034274
2009,38,männlich,580988
2009,38,weiblich,561491
2009,38,Insgesamt,1142479
2009,39,männlich,609493
2009,39,weiblich,586506
2009,39,Insgesamt,1195999
2009,40,männlich,656581
2009,40,weiblich,628623
2009,40,Insgesamt,1285204
2009,41,männlich,688729
2009,41,weiblich,658758
2009,41,Insgesamt,1347487
2009,42,männlich,705821
2009,42,weiblich,676304
2009,42,Insgesamt,1382125
2009,43,männlich,726163
2009,43,weiblich,694090
2009,43,Insgesamt,1420253
2009,44,männlich,733391
2009,44,weiblich,696120
2009,44,Insgesamt,1429511
2009,45,männlich,744291
2009,45,weiblich,709974
2009,45,Insgesamt,1454265
2009,46,männlich,738914
2009,46,weiblich,707289
2009,46,Insgesamt,1446203
2009,47,männlich,713714
2009,47,weiblich,687370
2009,47,Insgesamt,1401084
2009,48,männlich,699654
2009,48,weiblich,680622
2009,48,Insgesamt,1380276
2009,49,männlich,679340
2009,49,weiblich,662142
2009,49,Insgesamt,1341482
2009,50,männlich,657540
2009,50,weiblich,641315
2009,50,Insgesamt,1298855
2009,51,männlich,623565
2009,51,weiblich,608499
2009,51,Insgesamt,1232064
2009,52,männlich,609034
2009,52,weiblich,596823
2009,52,Insgesamt,1205857
2009,53,männlich,591888
2009,53,weiblich,583856
2009,53,Insgesamt,1175744
2009,54,männlich,571611
2009,54,weiblich,569076
2009,54,Insgesamt,1140687
2009,55,männlich,557049
2009,55,weiblich,563944
2009,55,Insgesamt,1120993
2009,56,männlich,537122
2009,56,weiblich,548498
2009,56,Insgesamt,1085620
2009,57,männlich,536565
2009,57,weiblich,549820
2009,57,Insgesamt,1086385
2009,58,männlich,524646
2009,58,weiblich,538612
2009,58,Insgesamt,1063258
2009,59,männlich,526114
2009,59,weiblich,541542
2009,59,Insgesamt,1067656
2009,60,männlich,508248
2009,60,weiblich,520044
2009,60,Insgesamt,1028292
2009,61,männlich,466155
2009,61,weiblich,476138
2009,61,Insgesamt,942293
2009,62,männlich,435203
2009,62,weiblich,449505
2009,62,Insgesamt,884708
2009,63,männlich,378607
2009,63,weiblich,393103
2009,63,Insgesamt,771710
2009,64,männlich,330247
2009,64,weiblich,350344
2009,64,Insgesamt,680591
2009,65,männlich,437521
2009,65,weiblich,463951
2009,65,Insgesamt,901472
2009,66,männlich,442578
2009,66,weiblich,470036
2009,66,Insgesamt,912614
2009,67,männlich,426616
2009,67,weiblich,457964
2009,67,Insgesamt,884580
2009,68,männlich,509671
2009,68,weiblich,556071
2009,68,Insgesamt,1065742
2009,69,männlich,529015
2009,69,weiblich,587086
2009,69,Insgesamt,1116101
2009,70,männlich,510422
2009,70,weiblich,575380
2009,70,Insgesamt,1085802
2009,71,männlich,468385
2009,71,weiblich,535445
2009,71,Insgesamt,1003830
2009,72,männlich,427391
2009,72,weiblich,497957
2009,72,Insgesamt,925348
2009,73,männlich,403518
2009,73,weiblich,482874
2009,73,Insgesamt,886392
2009,74,männlich,377500
2009,74,weiblich,461052
2009,74,Insgesamt,838552
2009,75,männlich,338674
2009,75,weiblich,424591
2009,75,Insgesamt,763265
2009,76,männlich,261773
2009,76,weiblich,338072
2009,76,Insgesamt,599845
2009,77,männlich,248573
2009,77,weiblich,332456
2009,77,Insgesamt,581029
2009,78,männlich,240357
2009,78,weiblich,333603
2009,78,Insgesamt,573960
2009,79,männlich,238101
2009,79,weiblich,344416
2009,79,Insgesamt,582517
2009,80,männlich,215399
2009,80,weiblich,326018
2009,80,Insgesamt,541417
2009,81,männlich,199384
2009,81,weiblich,312767
2009,81,Insgesamt,512151
2009,82,männlich,166039
2009,82,weiblich,287661
2009,82,Insgesamt,453700
2009,83,männlich,141915
2009,83,weiblich,277077
2009,83,Insgesamt,418992
2009,84,männlich,121630
2009,84,weiblich,264005
2009,84,Insgesamt,385635
2009,85 +,männlich,495352
2009,85 +,weiblich,1373446
2009,85 +,Insgesamt,1868798
2009,Insgesamt,männlich,40000000
2009,Insgesamt,weiblich,42000000
2009,Insgesamt,Insgesamt,81802257
2010,unter 1 Jahr,männlich,347291
2010,unter 1 Jahr,weiblich,330942
2010,unter 1 Jahr,Insgesamt,678233
2010,1,männlich,343878
2010,1,weiblich,326736
2010,1,Insgesamt,670614
2010,2,männlich,353694
2010,2,weiblich,336424
2010,2,Insgesamt,690118
2010,3,männlich,354795
2010,3,weiblich,336393
2010,3,Insgesamt,691188
2010,4,männlich,348845
2010,4,weiblich,330122
2010,4,Insgesamt,678967
2010,5,männlich,354135
2010,5,weiblich,336366
2010,5,Insgesamt,690501
2010,6,männlich,363039
2010,6,weiblich,344730
2010,6,Insgesamt,707769
2010,7,männlich,363418
2010,7,weiblich,345167
2010,7,Insgesamt,708585
2010,8,männlich,370412
2010,8,weiblich,351567
2010,8,Insgesamt,721979
2010,9,männlich,379376
2010,9,weiblich,360135
2010,9,Insgesamt,739511
2010,10,männlich,395340
2010,10,weiblich,377989
2010,10,Insgesamt,773329
2010,11,männlich,398450
2010,11,weiblich,376939
2010,11,Insgesamt,775389
2010,12,männlich,406415
2010,12,weiblich,385914
2010,12,Insgesamt,792329
2010,13,männlich,419616
2010,13,weiblich,398502
2010,13,Insgesamt,818118
2010,14,männlich,413187
2010,14,weiblich,391384
2010,14,Insgesamt,804571
2010,15,männlich,400693
2010,15,weiblich,380376
2010,15,Insgesamt,781069
2010,16,männlich,407439
2010,16,weiblich,385429
2010,16,Insgesamt,792868
2010,17,männlich,423980
2010,17,weiblich,401771
2010,17,Insgesamt,825751
2010,18,männlich,435565
2010,18,weiblich,414616
2010,18,Insgesamt,850181
2010,19,männlich,456152
2010,19,weiblich,434373
2010,19,Insgesamt,890525
2010,20,männlich,505434
2010,20,weiblich,481665
2010,20,Insgesamt,987099
2010,21,männlich,502938
2010,21,weiblich,482396
2010,21,Insgesamt,985334
2010,22,männlich,521333
2010,22,weiblich,498686
2010,22,Insgesamt,1020019
2010,23,männlich,514675
2010,23,weiblich,491631
2010,23,Insgesamt,1006306
2010,24,männlich,508054
2010,24,weiblich,489179
2010,24,Insgesamt,997233
2010,25,männlich,494790
2010,25,weiblich,477106
2010,25,Insgesamt,971896
2010,26,männlich,495595
2010,26,weiblich,478024
2010,26,Insgesamt,973619
2010,27,männlich,499550
2010,27,weiblich,484116
2010,27,Insgesamt,983666
2010,28,männlich,513943
2010,28,weiblich,497789
2010,28,Insgesamt,1011732
2010,29,männlich,510581
2010,29,weiblich,499092
2010,29,Insgesamt,1009673
2010,30,männlich,515577
2010,30,weiblich,503522
2010,30,Insgesamt,1019099
2010,31,männlich,491924
2010,31,weiblich,479744
2010,31,Insgesamt,971668
2010,32,männlich,485901
2010,32,weiblich,473763
2010,32,Insgesamt,959664
2010,33,männlich,482020
2010,33,weiblich,470337
2010,33,Insgesamt,952357
2010,34,männlich,475485
2010,34,weiblich,464293
2010,34,Insgesamt,939778
2010,35,männlich,464681
2010,35,weiblich,451911
2010,35,Insgesamt,916592
2010,36,männlich,470865
2010,36,weiblich,460313
2010,36,Insgesamt,931178
2010,37,männlich,476085
2010,37,weiblich,465648
2010,37,Insgesamt,941733
2010,38,männlich,524490
2010,38,weiblich,510062
2010,38,Insgesamt,1034552
2010,39,männlich,581073
2010,39,weiblich,561716
2010,39,Insgesamt,1142789
2010,40,männlich,609295
2010,40,weiblich,586579
2010,40,Insgesamt,1195874
2010,41,männlich,656427
2010,41,weiblich,628655
2010,41,Insgesamt,1285082
2010,42,männlich,688072
2010,42,weiblich,658459
2010,42,Insgesamt,1346531
2010,43,männlich,705166
2010,43,weiblich,676106
2010,43,Insgesamt,1381272
2010,44,männlich,725180
2010,44,weiblich,693636
2010,44,Insgesamt,1418816
2010,45,männlich,731959
2010,45,weiblich,695571
2010,45,Insgesamt,1427530
2010,46,männlich,742737
2010,46,weiblich,709414
2010,46,Insgesamt,1452151
2010,47,männlich,737008
2010,47,weiblich,706301
2010,47,Insgesamt,1443309
2010,48,männlich,711575
2010,48,weiblich,686377
2010,48,Insgesamt,1397952
2010,49,männlich,697302
2010,49,weiblich,679481
2010,49,Insgesamt,1376783
2010,50,männlich,676694
2010,50,weiblich,660821
2010,50,Insgesamt,1337515
2010,51,männlich,654642
2010,51,weiblich,639936
2010,51,Insgesamt,1294578
2010,52,männlich,620500
2010,52,weiblich,607133
2010,52,Insgesamt,1227633
2010,53,männlich,605750
2010,53,weiblich,595158
2010,53,Insgesamt,1200908
2010,54,männlich,588296
2010,54,weiblich,582045
2010,54,Insgesamt,1170341
2010,55,männlich,567678
2010,55,weiblich,567198
2010,55,Insgesamt,1134876
2010,56,männlich,553081
2010,56,weiblich,561824
2010,56,Insgesamt,1114905
2010,57,männlich,532758
2010,57,weiblich,546330
2010,57,Insgesamt,1079088
2010,58,männlich,531867
2010,58,weiblich,547492
2010,58,Insgesamt,1079359
2010,59,männlich,519662
2010,59,weiblich,536125
2010,59,Insgesamt,1055787
2010,60,männlich,520533
2010,60,weiblich,538473
2010,60,Insgesamt,1059006
2010,61,männlich,502297
2010,61,weiblich,516862
2010,61,Insgesamt,1019159
2010,62,männlich,460385
2010,62,weiblich,472852
2010,62,Insgesamt,933237
2010,63,männlich,429163
2010,63,weiblich,446275
2010,63,Insgesamt,875438
2010,64,männlich,372612
2010,64,weiblich,389985
2010,64,Insgesamt,762597
2010,65,männlich,324635
2010,65,weiblich,347099
2010,65,Insgesamt,671734
2010,66,männlich,429930
2010,66,weiblich,459736
2010,66,Insgesamt,889666
2010,67,männlich,434219
2010,67,weiblich,465565
2010,67,Insgesamt,899784
2010,68,männlich,418326
2010,68,weiblich,453304
2010,68,Insgesamt,871630
2010,69,männlich,498967
2010,69,weiblich,550130
2010,69,Insgesamt,1049097
2010,70,männlich,516701
2010,70,weiblich,580197
2010,70,Insgesamt,1096898
2010,71,männlich,497807
2010,71,weiblich,568086
2010,71,Insgesamt,1065893
2010,72,männlich,455661
2010,72,weiblich,527980
2010,72,Insgesamt,983641
2010,73,männlich,414821
2010,73,weiblich,490097
2010,73,Insgesamt,904918
2010,74,männlich,390102
2010,74,weiblich,474170
2010,74,Insgesamt,864272
2010,75,männlich,363628
2010,75,weiblich,451590
2010,75,Insgesamt,815218
2010,76,männlich,324896
2010,76,weiblich,414516
2010,76,Insgesamt,739412
2010,77,männlich,249832
2010,77,weiblich,328934
2010,77,Insgesamt,578766
2010,78,männlich,235980
2010,78,weiblich,322104
2010,78,Insgesamt,558084
2010,79,männlich,226707
2010,79,weiblich,321904
2010,79,Insgesamt,548611
2010,80,männlich,222904
2010,80,weiblich,330865
2010,80,Insgesamt,553769
2010,81,männlich,200258
2010,81,weiblich,311284
2010,81,Insgesamt,511542
2010,82,männlich,183729
2010,82,weiblich,296543
2010,82,Insgesamt,480272
2010,83,männlich,152112
2010,83,weiblich,270480
2010,83,Insgesamt,422592
2010,84,männlich,128630
2010,84,weiblich,258162
2010,84,Insgesamt,386792
2010,85 +,männlich,531227
2010,85 +,weiblich,1420475
2010,85 +,Insgesamt,1951702
2010,Insgesamt,männlich,40000000
2010,Insgesamt,weiblich,42000000
2010,Insgesamt,Insgesamt,81751602
2011,unter 1 Jahr,männlich,337491
2011,unter 1 Jahr,weiblich,320841
2011,unter 1 Jahr,Insgesamt,658332
2011,1,männlich,347809
2011,1,weiblich,331427
2011,1,Insgesamt,679236
2011,2,männlich,343588
2011,2,weiblich,325991
2011,2,Insgesamt,669579
2011,3,männlich,353487
2011,3,weiblich,336204
2011,3,Insgesamt,689691
2011,4,männlich,354101
2011,4,weiblich,335647
2011,4,Insgesamt,689748
2011,5,männlich,348046
2011,5,weiblich,329292
2011,5,Insgesamt,677338
2011,6,männlich,352481
2011,6,weiblich,334787
2011,6,Insgesamt,687268
2011,7,männlich,362049
2011,7,weiblich,343904
2011,7,Insgesamt,705953
2011,8,männlich,362379
2011,8,weiblich,344265
2011,8,Insgesamt,706644
2011,9,männlich,369640
2011,9,weiblich,350483
2011,9,Insgesamt,720123
2011,10,männlich,379094
2011,10,weiblich,358677
2011,10,Insgesamt,737771
2011,11,männlich,395373
2011,11,weiblich,375808
2011,11,Insgesamt,771181
2011,12,männlich,397227
2011,12,weiblich,376312
2011,12,Insgesamt,773539
2011,13,männlich,405287
2011,13,weiblich,385472
2011,13,Insgesamt,790759
2011,14,männlich,418001
2011,14,weiblich,397843
2011,14,Insgesamt,815844
2011,15,männlich,411488
2011,15,weiblich,390419
2011,15,Insgesamt,801907
2011,16,männlich,399529
2011,16,weiblich,379122
2011,16,Insgesamt,778651
2011,17,männlich,405181
2011,17,weiblich,384207
2011,17,Insgesamt,789388
2011,18,männlich,420300
2011,18,weiblich,399178
2011,18,Insgesamt,819478
2011,19,männlich,428585
2011,19,weiblich,409937
2011,19,Insgesamt,838522
2011,20,männlich,449237
2011,20,weiblich,430391
2011,20,Insgesamt,879628
2011,21,männlich,497885
2011,21,weiblich,476995
2011,21,Insgesamt,974880
2011,22,männlich,494404
2011,22,weiblich,475624
2011,22,Insgesamt,970028
2011,23,männlich,512860
2011,23,weiblich,492088
2011,23,Insgesamt,1004948
2011,24,männlich,506758
2011,24,weiblich,485835
2011,24,Insgesamt,992593
2011,25,männlich,499365
2011,25,weiblich,483393
2011,25,Insgesamt,982758
2011,26,männlich,484494
2011,26,weiblich,470021
2011,26,Insgesamt,954515
2011,27,männlich,485568
2011,27,weiblich,471646
2011,27,Insgesamt,957214
2011,28,männlich,489574
2011,28,weiblich,477411
2011,28,Insgesamt,966985
2011,29,männlich,502860
2011,29,weiblich,491075
2011,29,Insgesamt,993935
2011,30,männlich,498101
2011,30,weiblich,492539
2011,30,Insgesamt,990640
2011,31,männlich,499241
2011,31,weiblich,495397
2011,31,Insgesamt,994638
2011,32,männlich,477058
2011,32,weiblich,473287
2011,32,Insgesamt,950345
2011,33,männlich,472233
2011,33,weiblich,467930
2011,33,Insgesamt,940163
2011,34,männlich,469563
2011,34,weiblich,464605
2011,34,Insgesamt,934168
2011,35,männlich,460545
2011,35,weiblich,458118
2011,35,Insgesamt,918663
2011,36,männlich,449668
2011,36,weiblich,445255
2011,36,Insgesamt,894923
2011,37,männlich,456093
2011,37,weiblich,454315
2011,37,Insgesamt,910408
2011,38,männlich,461806
2011,38,weiblich,459567
2011,38,Insgesamt,921373
2011,39,männlich,504448
2011,39,weiblich,499631
2011,39,Insgesamt,1004079
2011,40,männlich,559335
2011,40,weiblich,551398
2011,40,Insgesamt,1110733
2011,41,männlich,581744
2011,41,weiblich,573174
2011,41,Insgesamt,1154918
2011,42,männlich,629955
2011,42,weiblich,615826
2011,42,Insgesamt,1245781
2011,43,männlich,661704
2011,43,weiblich,646200
2011,43,Insgesamt,1307904
2011,44,männlich,681421
2011,44,weiblich,665873
2011,44,Insgesamt,1347294
2011,45,männlich,703638
2011,45,weiblich,685674
2011,45,Insgesamt,1389312
2011,46,männlich,708958
2011,46,weiblich,687675
2011,46,Insgesamt,1396633
2011,47,männlich,722224
2011,47,weiblich,702860
2011,47,Insgesamt,1425084
2011,48,männlich,716915
2011,48,weiblich,698687
2011,48,Insgesamt,1415602
2011,49,männlich,692770
2011,49,weiblich,679359
2011,49,Insgesamt,1372129
2011,50,männlich,681686
2011,50,weiblich,672778
2011,50,Insgesamt,1354464
2011,51,männlich,658318
2011,51,weiblich,651174
2011,51,Insgesamt,1309492
2011,52,männlich,641076
2011,52,weiblich,634292
2011,52,Insgesamt,1275368
2011,53,männlich,605312
2011,53,weiblich,600035
2011,53,Insgesamt,1205347
2011,54,männlich,590934
2011,54,weiblich,588475
2011,54,Insgesamt,1179409
2011,55,männlich,572971
2011,55,weiblich,574344
2011,55,Insgesamt,1147315
2011,56,männlich,552415
2011,56,weiblich,560430
2011,56,Insgesamt,1112845
2011,57,männlich,537623
2011,57,weiblich,554749
2011,57,Insgesamt,1092372
2011,58,männlich,517896
2011,58,weiblich,539432
2011,58,Insgesamt,1057328
2011,59,männlich,516469
2011,59,weiblich,539263
2011,59,Insgesamt,1055732
2011,60,männlich,505374
2011,60,weiblich,528753
2011,60,Insgesamt,1034127
2011,61,männlich,504199
2011,61,weiblich,528754
2011,61,Insgesamt,1032953
2011,62,männlich,488439
2011,62,weiblich,510179
2011,62,Insgesamt,998618
2011,63,männlich,446402
2011,63,weiblich,465029
2011,63,Insgesamt,911431
2011,64,männlich,415921
2011,64,weiblich,438520
2011,64,Insgesamt,854441
2011,65,männlich,360573
2011,65,weiblich,383150
2011,65,Insgesamt,743723
2011,66,männlich,311783
2011,66,weiblich,339695
2011,66,Insgesamt,651478
2011,67,männlich,415717
2011,67,weiblich,451702
2011,67,Insgesamt,867419
2011,68,männlich,419615
2011,68,weiblich,457085
2011,68,Insgesamt,876700
2011,69,männlich,402603
2011,69,weiblich,442821
2011,69,Insgesamt,845424
2011,70,männlich,480974
2011,70,weiblich,539956
2011,70,Insgesamt,1020930
2011,71,männlich,496958
2011,71,weiblich,568121
2011,71,Insgesamt,1065079
2011,72,männlich,479613
2011,72,weiblich,558229
2011,72,Insgesamt,1037842
2011,73,männlich,437250
2011,73,weiblich,516031
2011,73,Insgesamt,953281
2011,74,männlich,396644
2011,74,weiblich,478768
2011,74,Insgesamt,875412
2011,75,männlich,370645
2011,75,weiblich,460002
2011,75,Insgesamt,830647
2011,76,männlich,344499
2011,76,weiblich,438410
2011,76,Insgesamt,782909
2011,77,männlich,305868
2011,77,weiblich,399917
2011,77,Insgesamt,705785
2011,78,männlich,233524
2011,78,weiblich,316284
2011,78,Insgesamt,549808
2011,79,männlich,219102
2011,79,weiblich,308721
2011,79,Insgesamt,527823
2011,80,männlich,208649
2011,80,weiblich,306544
2011,80,Insgesamt,515193
2011,81,männlich,203389
2011,81,weiblich,313686
2011,81,Insgesamt,517075
2011,82,männlich,182267
2011,82,weiblich,293571
2011,82,Insgesamt,475838
2011,83,männlich,164421
2011,83,weiblich,276851
2011,83,Insgesamt,441272
2011,84,männlich,134331
2011,84,weiblich,249722
2011,84,Insgesamt,384053
2011,85 +,männlich,504926
2011,85 +,weiblich,1430815
2011,85 +,Insgesamt,1935741
2011,Insgesamt,männlich,39000000
2011,Insgesamt,weiblich,41000000
2011,Insgesamt,Insgesamt,80327900
2012,unter 1 Jahr,männlich,345987
2012,unter 1 Jahr,weiblich,328424
2012,unter 1 Jahr,Insgesamt,674411
2012,1,männlich,341450
2012,1,weiblich,324398
2012,1,Insgesamt,665848
2012,2,männlich,350534
2012,2,weiblich,333776
2012,2,Insgesamt,684310
2012,3,männlich,345843
2012,3,weiblich,328157
2012,3,Insgesamt,674000
2012,4,männlich,355497
2012,4,weiblich,338176
2012,4,Insgesamt,693673
2012,5,männlich,355946
2012,5,weiblich,337377
2012,5,Insgesamt,693323
2012,6,männlich,349430
2012,6,weiblich,330494
2012,6,Insgesamt,679924
2012,7,männlich,354047
2012,7,weiblich,336208
2012,7,Insgesamt,690255
2012,8,männlich,363634
2012,8,weiblich,345307
2012,8,Insgesamt,708941
2012,9,männlich,364094
2012,9,weiblich,345772
2012,9,Insgesamt,709866
2012,10,männlich,371262
2012,10,weiblich,351900
2012,10,Insgesamt,723162
2012,11,männlich,380625
2012,11,weiblich,360084
2012,11,Insgesamt,740709
2012,12,männlich,397086
2012,12,weiblich,377333
2012,12,Insgesamt,774419
2012,13,männlich,398743
2012,13,weiblich,377762
2012,13,Insgesamt,776505
2012,14,männlich,406763
2012,14,weiblich,386794
2012,14,Insgesamt,793557
2012,15,männlich,419850
2012,15,weiblich,399231
2012,15,Insgesamt,819081
2012,16,männlich,413981
2012,16,weiblich,392199
2012,16,Insgesamt,806180
2012,17,männlich,401881
2012,17,weiblich,380842
2012,17,Insgesamt,782723
2012,18,männlich,409325
2012,18,weiblich,387726
2012,18,Insgesamt,797051
2012,19,männlich,427173
2012,19,weiblich,405897
2012,19,Insgesamt,833070
2012,20,männlich,436659
2012,20,weiblich,418170
2012,20,Insgesamt,854829
2012,21,männlich,457637
2012,21,weiblich,438410
2012,21,Insgesamt,896047
2012,22,männlich,506959
2012,22,weiblich,485243
2012,22,Insgesamt,992202
2012,23,männlich,504480
2012,23,weiblich,484370
2012,23,Insgesamt,988850
2012,24,männlich,522826
2012,24,weiblich,499927
2012,24,Insgesamt,1022753
2012,25,männlich,516186
2012,25,weiblich,492943
2012,25,Insgesamt,1009129
2012,26,männlich,508240
2012,26,weiblich,489744
2012,26,Insgesamt,997984
2012,27,männlich,492650
2012,27,weiblich,475815
2012,27,Insgesamt,968465
2012,28,männlich,493215
2012,28,weiblich,476747
2012,28,Insgesamt,969962
2012,29,männlich,496340
2012,29,weiblich,481999
2012,29,Insgesamt,978339
2012,30,männlich,509069
2012,30,weiblich,495268
2012,30,Insgesamt,1004337
2012,31,männlich,503976
2012,31,weiblich,496479
2012,31,Insgesamt,1000455
2012,32,männlich,504384
2012,32,weiblich,499255
2012,32,Insgesamt,1003639
2012,33,männlich,482236
2012,33,weiblich,476648
2012,33,Insgesamt,958884
2012,34,männlich,476846
2012,34,weiblich,470965
2012,34,Insgesamt,947811
2012,35,männlich,473924
2012,35,weiblich,467494
2012,35,Insgesamt,941418
2012,36,männlich,464830
2012,36,weiblich,460737
2012,36,Insgesamt,925567
2012,37,männlich,453873
2012,37,weiblich,447891
2012,37,Insgesamt,901764
2012,38,männlich,459627
2012,38,weiblich,456664
2012,38,Insgesamt,916291
2012,39,männlich,465095
2012,39,weiblich,461881
2012,39,Insgesamt,926976
2012,40,männlich,507509
2012,40,weiblich,501782
2012,40,Insgesamt,1009291
2012,41,männlich,562426
2012,41,weiblich,553128
2012,41,Insgesamt,1115554
2012,42,männlich,584257
2012,42,weiblich,574871
2012,42,Insgesamt,1159128
2012,43,männlich,632277
2012,43,weiblich,617164
2012,43,Insgesamt,1249441
2012,44,männlich,663538
2012,44,weiblich,647571
2012,44,Insgesamt,1311109
2012,45,männlich,682713
2012,45,weiblich,667014
2012,45,Insgesamt,1349727
2012,46,männlich,704379
2012,46,weiblich,686405
2012,46,Insgesamt,1390784
2012,47,männlich,709241
2012,47,weiblich,688004
2012,47,Insgesamt,1397245
2012,48,männlich,722309
2012,48,weiblich,703098
2012,48,Insgesamt,1425407
2012,49,männlich,716393
2012,49,weiblich,698645
2012,49,Insgesamt,1415038
2012,50,männlich,691967
2012,50,weiblich,679132
2012,50,Insgesamt,1371099
2012,51,männlich,680451
2012,51,weiblich,672380
2012,51,Insgesamt,1352831
2012,52,männlich,656755
2012,52,weiblich,650605
2012,52,Insgesamt,1307360
2012,53,männlich,639144
2012,53,weiblich,633395
2012,53,Insgesamt,1272539
2012,54,männlich,603042
2012,54,weiblich,599063
2012,54,Insgesamt,1202105
2012,55,männlich,588349
2012,55,weiblich,587365
2012,55,Insgesamt,1175714
2012,56,männlich,569966
2012,56,weiblich,572893
2012,56,Insgesamt,1142859
2012,57,männlich,548968
2012,57,weiblich,558701
2012,57,Insgesamt,1107669
2012,58,männlich,533700
2012,58,weiblich,552881
2012,58,Insgesamt,1086581
2012,59,männlich,513489
2012,59,weiblich,537307
2012,59,Insgesamt,1050796
2012,60,männlich,511566
2012,60,weiblich,536691
2012,60,Insgesamt,1048257
2012,61,männlich,500160
2012,61,weiblich,526007
2012,61,Insgesamt,1026167
2012,62,männlich,498521
2012,62,weiblich,525646
2012,62,Insgesamt,1024167
2012,63,männlich,482106
2012,63,weiblich,506993
2012,63,Insgesamt,989099
2012,64,männlich,440203
2012,64,weiblich,461711
2012,64,Insgesamt,901914
2012,65,männlich,409528
2012,65,weiblich,435041
2012,65,Insgesamt,844569
2012,66,männlich,354444
2012,66,weiblich,379811
2012,66,Insgesamt,734255
2012,67,männlich,306329
2012,67,weiblich,336545
2012,67,Insgesamt,642874
2012,68,männlich,407759
2012,68,weiblich,447193
2012,68,Insgesamt,854952
2012,69,männlich,411093
2012,69,weiblich,452372
2012,69,Insgesamt,863465
2012,70,männlich,393870
2012,70,weiblich,437776
2012,70,Insgesamt,831646
2012,71,männlich,469677
2012,71,weiblich,533179
2012,71,Insgesamt,1002856
