Jahr,Altersgruppe,Attribute,Value
2012,72,männlich,484252
2012,72,weiblich,560362
2012,72,Insgesamt,1044614
2012,73,männlich,465943
2012,73,weiblich,549981
2012,73,Insgesamt,1015924
2012,74,männlich,423782
2012,74,weiblich,507450
2012,74,Insgesamt,931232
2012,75,männlich,383067
2012,75,weiblich,469763
2012,75,Insgesamt,852830
2012,76,männlich,356626
2012,76,weiblich,449952
2012,76,Insgesamt,806578
2012,77,männlich,329803
2012,77,weiblich,427405
2012,77,Insgesamt,757208
2012,78,männlich,291345
2012,78,weiblich,388458
2012,78,Insgesamt,679803
2012,79,männlich,220938
2012,79,weiblich,305692
2012,79,Insgesamt,526630
2012,80,männlich,205791
2012,80,weiblich,296941
2012,80,Insgesamt,502732
2012,81,männlich,194328
2012,81,weiblich,293235
2012,81,Insgesamt,487563
2012,82,männlich,187993
2012,82,weiblich,297883
2012,82,Insgesamt,485876
2012,83,männlich,166713
2012,83,weiblich,276704
2012,83,Insgesamt,443417
2012,84,männlich,148968
2012,84,weiblich,258276
2012,84,Insgesamt,407244
2012,85 +,männlich,543095
2012,85 +,weiblich,1455792
2012,85 +,Insgesamt,1998887
2012,Insgesamt,männlich,39000000
2012,Insgesamt,weiblich,41000000
2012,Insgesamt,Insgesamt,80523746
2013,unter 1 Jahr,männlich,350282
2013,unter 1 Jahr,weiblich,332788
2013,unter 1 Jahr,Insgesamt,683070
2013,1,männlich,351068
2013,1,weiblich,333269
2013,1,Insgesamt,684337
2013,2,männlich,344706
2013,2,weiblich,327618
2013,2,Insgesamt,672324
2013,3,männlich,353478
2013,3,weiblich,336633
2013,3,Insgesamt,690111
2013,4,männlich,348767
2013,4,weiblich,330883
2013,4,Insgesamt,679650
2013,5,männlich,358151
2013,5,weiblich,340856
2013,5,Insgesamt,699007
2013,6,männlich,358017
2013,6,weiblich,339320
2013,6,Insgesamt,697337
2013,7,männlich,351653
2013,7,weiblich,332667
2013,7,Insgesamt,684320
2013,8,männlich,356195
2013,8,weiblich,338362
2013,8,Insgesamt,694557
2013,9,männlich,365864
2013,9,weiblich,347475
2013,9,Insgesamt,713339
2013,10,männlich,366240
2013,10,weiblich,347814
2013,10,Insgesamt,714054
2013,11,männlich,373361
2013,11,weiblich,353805
2013,11,Insgesamt,727166
2013,12,männlich,382694
2013,12,weiblich,361982
2013,12,Insgesamt,744676
2013,13,männlich,399112
2013,13,weiblich,379174
2013,13,Insgesamt,778286
2013,14,männlich,400750
2013,14,weiblich,379448
2013,14,Insgesamt,780198
2013,15,männlich,408980
2013,15,weiblich,388627
2013,15,Insgesamt,797607
2013,16,männlich,422872
2013,16,weiblich,401418
2013,16,Insgesamt,824290
2013,17,männlich,416947
2013,17,weiblich,394253
2013,17,Insgesamt,811200
2013,18,männlich,408153
2013,18,weiblich,385137
2013,18,Insgesamt,793290
2013,19,männlich,418858
2013,19,weiblich,395252
2013,19,Insgesamt,814110
2013,20,männlich,436867
2013,20,weiblich,415251
2013,20,Insgesamt,852118
2013,21,männlich,446567
2013,21,weiblich,426913
2013,21,Insgesamt,873480
2013,22,männlich,467865
2013,22,weiblich,446854
2013,22,Insgesamt,914719
2013,23,männlich,518724
2013,23,weiblich,494482
2013,23,Insgesamt,1013206
2013,24,männlich,515501
2013,24,weiblich,493007
2013,24,Insgesamt,1008508
2013,25,männlich,533628
2013,25,weiblich,507705
2013,25,Insgesamt,1041333
2013,26,männlich,526086
2013,26,weiblich,499767
2013,26,Insgesamt,1025853
2013,27,männlich,517476
2013,27,weiblich,495944
2013,27,Insgesamt,1013420
2013,28,männlich,501364
2013,28,weiblich,481596
2013,28,Insgesamt,982960
2013,29,männlich,500818
2013,29,weiblich,482042
2013,29,Insgesamt,982860
2013,30,männlich,503255
2013,30,weiblich,486678
2013,30,Insgesamt,989933
2013,31,männlich,515210
2013,31,weiblich,499939
2013,31,Insgesamt,1015149
2013,32,männlich,509577
2013,32,weiblich,500479
2013,32,Insgesamt,1010056
2013,33,männlich,510197
2013,33,weiblich,503081
2013,33,Insgesamt,1013278
2013,34,männlich,487231
2013,34,weiblich,480322
2013,34,Insgesamt,967553
2013,35,männlich,481572
2013,35,weiblich,474474
2013,35,Insgesamt,956046
2013,36,männlich,478577
2013,36,weiblich,470570
2013,36,Insgesamt,949147
2013,37,männlich,469018
2013,37,weiblich,463710
2013,37,Insgesamt,932728
2013,38,männlich,457821
2013,38,weiblich,450630
2013,38,Insgesamt,908451
2013,39,männlich,463438
2013,39,weiblich,459295
2013,39,Insgesamt,922733
2013,40,männlich,468173
2013,40,weiblich,464328
2013,40,Insgesamt,932501
2013,41,männlich,510639
2013,41,weiblich,504019
2013,41,Insgesamt,1014658
2013,42,männlich,565145
2013,42,weiblich,555059
2013,42,Insgesamt,1120204
2013,43,männlich,586640
2013,43,weiblich,576696
2013,43,Insgesamt,1163336
2013,44,männlich,634234
2013,44,weiblich,618966
2013,44,Insgesamt,1253200
2013,45,männlich,665347
2013,45,weiblich,649023
2013,45,Insgesamt,1314370
2013,46,männlich,683925
2013,46,weiblich,668124
2013,46,Insgesamt,1352049
2013,47,männlich,704848
2013,47,weiblich,687004
2013,47,Insgesamt,1391852
2013,48,männlich,709382
2013,48,weiblich,688428
2013,48,Insgesamt,1397810
2013,49,männlich,722133
2013,49,weiblich,703380
2013,49,Insgesamt,1425513
2013,50,männlich,715616
2013,50,weiblich,698830
2013,50,Insgesamt,1414446
2013,51,männlich,690842
2013,51,weiblich,678865
2013,51,Insgesamt,1369707
2013,52,männlich,678840
2013,52,weiblich,671885
2013,52,Insgesamt,1350725
2013,53,männlich,654794
2013,53,weiblich,649900
2013,53,Insgesamt,1304694
2013,54,männlich,636781
2013,54,weiblich,632505
2013,54,Insgesamt,1269286
2013,55,männlich,600210
2013,55,weiblich,598011
2013,55,Insgesamt,1198221
2013,56,männlich,585174
2013,56,weiblich,585935
2013,56,Insgesamt,1171109
2013,57,männlich,566492
2013,57,weiblich,571272
2013,57,Insgesamt,1137764
2013,58,männlich,544901
2013,58,weiblich,556882
2013,58,Insgesamt,1101783
2013,59,männlich,529193
2013,59,weiblich,550822
2013,59,Insgesamt,1080015
2013,60,männlich,508704
2013,60,weiblich,534936
2013,60,Insgesamt,1043640
2013,61,männlich,506181
2013,61,weiblich,533996
2013,61,Insgesamt,1040177
2013,62,männlich,494624
2013,62,weiblich,523143
2013,62,Insgesamt,1017767
2013,63,männlich,492253
2013,63,weiblich,522229
2013,63,Insgesamt,1014482
2013,64,männlich,475445
2013,64,weiblich,503439
2013,64,Insgesamt,978884
2013,65,männlich,433448
2013,65,weiblich,457923
2013,65,Insgesamt,891371
2013,66,männlich,402581
2013,66,weiblich,431202
2013,66,Insgesamt,833783
2013,67,männlich,348044
2013,67,weiblich,376186
2013,67,Insgesamt,724230
2013,68,männlich,300284
2013,68,weiblich,333074
2013,68,Insgesamt,633358
2013,69,männlich,399393
2013,69,weiblich,442260
2013,69,Insgesamt,841653
2013,70,männlich,402015
2013,70,weiblich,447112
2013,70,Insgesamt,849127
2013,71,männlich,384523
2013,71,weiblich,432185
2013,71,Insgesamt,816708
2013,72,männlich,457559
2013,72,weiblich,525888
2013,72,Insgesamt,983447
2013,73,männlich,470617
2013,73,weiblich,551988
2013,73,Insgesamt,1022605
2013,74,männlich,451644
2013,74,weiblich,540789
2013,74,Insgesamt,992433
2013,75,männlich,409514
2013,75,weiblich,498126
2013,75,Insgesamt,907640
2013,76,männlich,368683
2013,76,weiblich,459667
2013,76,Insgesamt,828350
2013,77,männlich,341630
2013,77,weiblich,438833
2013,77,Insgesamt,780463
2013,78,männlich,314317
2013,78,weiblich,415265
2013,78,Insgesamt,729582
2013,79,männlich,276006
2013,79,weiblich,375694
2013,79,Insgesamt,651700
2013,80,männlich,207639
2013,80,weiblich,294008
2013,80,Insgesamt,501647
2013,81,männlich,192103
2013,81,weiblich,284116
2013,81,Insgesamt,476219
2013,82,männlich,179748
2013,82,weiblich,278556
2013,82,Insgesamt,458304
2013,83,männlich,171834
2013,83,weiblich,280616
2013,83,Insgesamt,452450
2013,84,männlich,150781
2013,84,weiblich,258308
2013,84,Insgesamt,409089
2013,85 +,männlich,587104
2013,85 +,weiblich,1481547
2013,85 +,Insgesamt,2068651
2013,Insgesamt,männlich,40000000
2013,Insgesamt,weiblich,41000000
2013,Insgesamt,Insgesamt,80767463
2014,unter 1 Jahr,männlich,367563
2014,unter 1 Jahr,weiblich,348856
2014,unter 1 Jahr,Insgesamt,716419
2014,1,männlich,357015
2014,1,weiblich,338900
2014,1,Insgesamt,695915
2014,2,männlich,356316
2014,2,weiblich,338053
2014,2,Insgesamt,694369
2014,3,männlich,349198
2014,3,weiblich,331911
2014,3,Insgesamt,681109
2014,4,männlich,357848
2014,4,weiblich,340751
2014,4,Insgesamt,698599
2014,5,männlich,353123
2014,5,weiblich,334728
2014,5,Insgesamt,687851
2014,6,männlich,361899
2014,6,weiblich,344281
2014,6,Insgesamt,706180
2014,7,männlich,361652
2014,7,weiblich,342682
2014,7,Insgesamt,704334
2014,8,männlich,355412
2014,8,weiblich,336078
2014,8,Insgesamt,691490
2014,9,männlich,359878
2014,9,weiblich,341745
2014,9,Insgesamt,701623
2014,10,männlich,369406
2014,10,weiblich,350616
2014,10,Insgesamt,720022
2014,11,männlich,369612
2014,11,weiblich,350910
2014,11,Insgesamt,720522
2014,12,männlich,376432
2014,12,weiblich,356637
2014,12,Insgesamt,733069
2014,13,männlich,385989
2014,13,weiblich,364876
2014,13,Insgesamt,750865
2014,14,männlich,402305
2014,14,weiblich,382051
2014,14,Insgesamt,784356
2014,15,männlich,404519
2014,15,weiblich,382142
2014,15,Insgesamt,786661
2014,16,männlich,414362
2014,16,weiblich,391637
2014,16,Insgesamt,805999
2014,17,männlich,428231
2014,17,weiblich,404406
2014,17,Insgesamt,832637
2014,18,männlich,426521
2014,18,weiblich,399698
2014,18,Insgesamt,826219
2014,19,männlich,421020
2014,19,weiblich,394252
2014,19,Insgesamt,815272
2014,20,männlich,432716
2014,20,weiblich,406457
2014,20,Insgesamt,839173
2014,21,männlich,450035
2014,21,weiblich,424922
2014,21,Insgesamt,874957
2014,22,männlich,459824
2014,22,weiblich,436098
2014,22,Insgesamt,895922
2014,23,männlich,481990
2014,23,weiblich,456828
2014,23,Insgesamt,938818
2014,24,männlich,533339
2014,24,weiblich,504119
2014,24,Insgesamt,1037458
2014,25,männlich,528866
2014,25,weiblich,501825
2014,25,Insgesamt,1030691
2014,26,männlich,546727
2014,26,weiblich,515448
2014,26,Insgesamt,1062175
2014,27,männlich,537339
2014,27,weiblich,507022
2014,27,Insgesamt,1044361
2014,28,männlich,528076
2014,28,weiblich,502548
2014,28,Insgesamt,1030624
2014,29,männlich,511013
2014,29,weiblich,487962
2014,29,Insgesamt,998975
2014,30,männlich,509925
2014,30,weiblich,487995
2014,30,Insgesamt,997920
2014,31,männlich,510873
2014,31,weiblich,492174
2014,31,Insgesamt,1003047
2014,32,männlich,522297
2014,32,weiblich,505038
2014,32,Insgesamt,1027335
2014,33,männlich,516101
2014,33,weiblich,505079
2014,33,Insgesamt,1021180
2014,34,männlich,516859
2014,34,weiblich,507740
2014,34,Insgesamt,1024599
2014,35,männlich,492886
2014,35,weiblich,484850
2014,35,Insgesamt,977736
2014,36,männlich,487057
2014,36,weiblich,478458
2014,36,Insgesamt,965515
2014,37,männlich,483642
2014,37,weiblich,474312
2014,37,Insgesamt,957954
2014,38,männlich,473637
2014,38,weiblich,467299
2014,38,Insgesamt,940936
2014,39,männlich,462223
2014,39,weiblich,454252
2014,39,Insgesamt,916475
2014,40,männlich,467677
2014,40,weiblich,462502
2014,40,Insgesamt,930179
2014,41,männlich,471883
2014,41,weiblich,467300
2014,41,Insgesamt,939183
2014,42,männlich,514066
2014,42,weiblich,506780
2014,42,Insgesamt,1020846
2014,43,männlich,567973
2014,43,weiblich,557547
2014,43,Insgesamt,1125520
2014,44,männlich,589545
2014,44,weiblich,579006
2014,44,Insgesamt,1168551
2014,45,männlich,636515
2014,45,weiblich,620979
2014,45,Insgesamt,1257494
2014,46,männlich,667294
2014,46,weiblich,650747
2014,46,Insgesamt,1318041
2014,47,männlich,685436
2014,47,weiblich,669462
2014,47,Insgesamt,1354898
2014,48,männlich,705545
2014,48,weiblich,687907
2014,48,Insgesamt,1393452
2014,49,männlich,709406
2014,49,weiblich,689133
2014,49,Insgesamt,1398539
2014,50,männlich,721521
2014,50,weiblich,703668
2014,50,Insgesamt,1425189
2014,51,männlich,714491
2014,51,weiblich,698833
2014,51,Insgesamt,1413324
2014,52,männlich,689365
2014,52,weiblich,678727
2014,52,Insgesamt,1368092
2014,53,männlich,676981
2014,53,weiblich,671413
2014,53,Insgesamt,1348394
2014,54,männlich,652446
2014,54,weiblich,649207
2014,54,Insgesamt,1301653
2014,55,männlich,633996
2014,55,weiblich,631628
2014,55,Insgesamt,1265624
2014,56,männlich,597118
2014,56,weiblich,596851
2014,56,Insgesamt,1193969
2014,57,männlich,581600
2014,57,weiblich,584477
2014,57,Insgesamt,1166077
2014,58,männlich,562594
2014,58,weiblich,569613
2014,58,Insgesamt,1132207
2014,59,männlich,540425
2014,59,weiblich,554830
2014,59,Insgesamt,1095255
2014,60,männlich,524440
2014,60,weiblich,548380
2014,60,Insgesamt,1072820
2014,61,männlich,503398
2014,61,weiblich,532319
2014,61,Insgesamt,1035717
2014,62,männlich,500343
2014,62,weiblich,531306
2014,62,Insgesamt,1031649
2014,63,männlich,488275
2014,63,weiblich,519980
2014,63,Insgesamt,1008255
2014,64,männlich,485673
2014,64,weiblich,518863
2014,64,Insgesamt,1004536
2014,65,männlich,468215
2014,65,weiblich,499605
2014,65,Insgesamt,967820
2014,66,männlich,426282
2014,66,weiblich,454034
2014,66,Insgesamt,880316
2014,67,männlich,395698
2014,67,weiblich,427281
2014,67,Insgesamt,822979
2014,68,männlich,341543
2014,68,weiblich,372468
2014,68,Insgesamt,714011
2014,69,männlich,294231
2014,69,weiblich,329537
2014,69,Insgesamt,623768
2014,70,männlich,390745
2014,70,weiblich,437094
2014,70,Insgesamt,827839
2014,71,männlich,392647
2014,71,weiblich,441561
2014,71,Insgesamt,834208
2014,72,männlich,375001
2014,72,weiblich,426336
2014,72,Insgesamt,801337
2014,73,männlich,444900
2014,73,weiblich,518233
2014,73,Insgesamt,963133
2014,74,männlich,456567
2014,74,weiblich,543130
2014,74,Insgesamt,999697
2014,75,männlich,436973
2014,75,weiblich,531233
2014,75,Insgesamt,968206
2014,76,männlich,394993
2014,76,weiblich,487891
2014,76,Insgesamt,882884
2014,77,männlich,354121
2014,77,weiblich,449056
2014,77,Insgesamt,803177
2014,78,männlich,326505
2014,78,weiblich,427041
2014,78,Insgesamt,753546
2014,79,männlich,298913
2014,79,weiblich,402579
2014,79,Insgesamt,701492
2014,80,männlich,260419
2014,80,weiblich,362291
2014,80,Insgesamt,622710
2014,81,männlich,194658
2014,81,weiblich,281809
2014,81,Insgesamt,476467
2014,82,männlich,178403
2014,82,weiblich,270703
2014,82,Insgesamt,449106
2014,83,männlich,165283
2014,83,weiblich,263433
2014,83,Insgesamt,428716
2014,84,männlich,156351
2014,84,weiblich,263352
2014,84,Insgesamt,419703
2014,85 +,männlich,631277
2014,85 +,weiblich,1516319
2014,85 +,Insgesamt,2147596
2014,Insgesamt,männlich,40000000
2014,Insgesamt,weiblich,41000000
2014,Insgesamt,Insgesamt,81197537
2015,unter 1 Jahr,männlich,382551
2015,unter 1 Jahr,weiblich,362170
2015,unter 1 Jahr,Insgesamt,744721
2015,1,männlich,380101
2015,1,weiblich,359977
2015,1,Insgesamt,740078
2015,2,männlich,367786
2015,2,weiblich,347822
2015,2,Insgesamt,715608
2015,3,männlich,366762
2015,3,weiblich,346995
2015,3,Insgesamt,713757
2015,4,männlich,359093
2015,4,weiblich,340289
2015,4,Insgesamt,699382
2015,5,männlich,367898
2015,5,weiblich,348965
2015,5,Insgesamt,716863
2015,6,männlich,362274
2015,6,weiblich,342442
2015,6,Insgesamt,704716
2015,7,männlich,371378
2015,7,weiblich,351988
2015,7,Insgesamt,723366
2015,8,männlich,370501
2015,8,weiblich,349951
2015,8,Insgesamt,720452
2015,9,männlich,363739
2015,9,weiblich,342778
2015,9,Insgesamt,706517
2015,10,männlich,368339
2015,10,weiblich,348360
2015,10,Insgesamt,716699
2015,11,männlich,377066
2015,11,weiblich,356632
2015,11,Insgesamt,733698
2015,12,männlich,377366
2015,12,weiblich,356615
2015,12,Insgesamt,733981
2015,13,männlich,384238
2015,13,weiblich,362053
2015,13,Insgesamt,746291
2015,14,männlich,394959
2015,14,weiblich,370038
2015,14,Insgesamt,764997
2015,15,männlich,414430
2015,15,weiblich,387785
2015,15,Insgesamt,802215
2015,16,männlich,423269
2015,16,weiblich,388025
2015,16,Insgesamt,811294
2015,17,männlich,433447
2015,17,weiblich,397595
2015,17,Insgesamt,831042
2015,18,männlich,459532
2015,18,weiblich,413639
2015,18,Insgesamt,873171
2015,19,männlich,458792
2015,19,weiblich,413450
2015,19,Insgesamt,872242
2015,20,männlich,454777
2015,20,weiblich,410082
2015,20,Insgesamt,864859
2015,21,männlich,462645
2015,21,weiblich,420269
2015,21,Insgesamt,882914
2015,22,männlich,479967
2015,22,weiblich,438088
2015,22,Insgesamt,918055
2015,23,männlich,490304
2015,23,weiblich,450279
2015,23,Insgesamt,940583
2015,24,männlich,510875
2015,24,weiblich,470592
2015,24,Insgesamt,981467
2015,25,männlich,564094
2015,25,weiblich,517414
2015,25,Insgesamt,1081508
2015,26,männlich,555439
2015,26,weiblich,514168
2015,26,Insgesamt,1069607
2015,27,männlich,571878
2015,27,weiblich,527199
2015,27,Insgesamt,1099077
2015,28,männlich,559651
2015,28,weiblich,517800
2015,28,Insgesamt,1077451
2015,29,männlich,547653
2015,29,weiblich,512385
2015,29,Insgesamt,1060038
2015,30,männlich,530264
2015,30,weiblich,498019
2015,30,Insgesamt,1028283
2015,31,männlich,526211
2015,31,weiblich,497203
2015,31,Insgesamt,1023414
2015,32,männlich,525713
2015,32,weiblich,500561
2015,32,Insgesamt,1026274
2015,33,männlich,536345
2015,33,weiblich,512875
2015,33,Insgesamt,1049220
2015,34,männlich,528536
2015,34,weiblich,512133
2015,34,Insgesamt,1040669
2015,35,männlich,530571
2015,35,weiblich,515394
2015,35,Insgesamt,1045965
2015,36,männlich,503981
2015,36,weiblich,491704
2015,36,Insgesamt,995685
2015,37,männlich,497251
2015,37,weiblich,484559
2015,37,Insgesamt,981810
2015,38,männlich,493218
2015,38,weiblich,480310
2015,38,Insgesamt,973528
2015,39,männlich,482259
2015,39,weiblich,472497
2015,39,Insgesamt,954756
2015,40,männlich,470864
2015,40,weiblich,459589
2015,40,Insgesamt,930453
2015,41,männlich,475238
2015,41,weiblich,467556
2015,41,Insgesamt,942794
2015,42,männlich,478608
2015,42,weiblich,472076
2015,42,Insgesamt,950684
2015,43,männlich,520434
2015,43,weiblich,510837
2015,43,Insgesamt,1031271
2015,44,männlich,573664
2015,44,weiblich,561222
2015,44,Insgesamt,1134886
2015,45,männlich,594848
2015,45,weiblich,582482
2015,45,Insgesamt,1177330
2015,46,männlich,640979
2015,46,weiblich,624114
2015,46,Insgesamt,1265093
2015,47,männlich,671085
2015,47,weiblich,653581
2015,47,Insgesamt,1324666
2015,48,männlich,688363
2015,48,weiblich,671607
2015,48,Insgesamt,1359970
2015,49,männlich,707270
2015,49,weiblich,689375
2015,49,Insgesamt,1396645
2015,50,männlich,710458
2015,50,weiblich,690454
2015,50,Insgesamt,1400912
2015,51,männlich,721941
2015,51,weiblich,704276
2015,51,Insgesamt,1426217
2015,52,männlich,714227
2015,52,weiblich,699283
2015,52,Insgesamt,1413510
2015,53,männlich,688648
2015,53,weiblich,678752
2015,53,Insgesamt,1367400
2015,54,männlich,675553
2015,54,weiblich,671173
2015,54,Insgesamt,1346726
2015,55,männlich,650555
2015,55,weiblich,648841
2015,55,Insgesamt,1299396
2015,56,männlich,631174
2015,56,weiblich,630592
2015,56,Insgesamt,1261766
2015,57,männlich,594323
2015,57,weiblich,595821
2015,57,Insgesamt,1190144
2015,58,männlich,577953
2015,58,weiblich,582959
2015,58,Insgesamt,1160912
2015,59,männlich,558486
2015,59,weiblich,567936
2015,59,Insgesamt,1126422
2015,60,männlich,536080
2015,60,weiblich,552816
2015,60,Insgesamt,1088896
2015,61,männlich,519384
2015,61,weiblich,545713
2015,61,Insgesamt,1065097
2015,62,männlich,498035
2015,62,weiblich,529608
2015,62,Insgesamt,1027643
2015,63,männlich,494051
2015,63,weiblich,528204
2015,63,Insgesamt,1022255
2015,64,männlich,481708
2015,64,weiblich,516457
2015,64,Insgesamt,998165
2015,65,männlich,478436
2015,65,weiblich,515108
2015,65,Insgesamt,993544
2015,66,männlich,460601
2015,66,weiblich,495342
2015,66,Insgesamt,955943
2015,67,männlich,418628
2015,67,weiblich,449827
2015,67,Insgesamt,868455
2015,68,männlich,388193
2015,68,weiblich,423014
2015,68,Insgesamt,811207
2015,69,männlich,334464
2015,69,weiblich,368271
2015,69,Insgesamt,702735
2015,70,männlich,287518
2015,70,weiblich,325616
2015,70,Insgesamt,613134
2015,71,männlich,381396
2015,71,weiblich,431418
2015,71,Insgesamt,812814
2015,72,männlich,382470
2015,72,weiblich,435355
2015,72,Insgesamt,817825
2015,73,männlich,364626
2015,73,weiblich,419698
2015,73,Insgesamt,784324
2015,74,männlich,431361
2015,74,weiblich,509735
2015,74,Insgesamt,941096
2015,75,männlich,441132
2015,75,weiblich,533183
2015,75,Insgesamt,974315
2015,76,männlich,420883
2015,76,weiblich,520075
2015,76,Insgesamt,940958
2015,77,männlich,379043
2015,77,weiblich,476392
2015,77,Insgesamt,855435
2015,78,männlich,338294
2015,78,weiblich,436966
2015,78,Insgesamt,775260
2015,79,männlich,310317
2015,79,weiblich,413613
2015,79,Insgesamt,723930
2015,80,männlich,281699
2015,80,weiblich,387957
2015,80,Insgesamt,669656
2015,81,männlich,243568
2015,81,weiblich,347107
2015,81,Insgesamt,590675
2015,82,männlich,180373
2015,82,weiblich,268040
2015,82,Insgesamt,448413
2015,83,männlich,163714
2015,83,weiblich,255410
2015,83,Insgesamt,419124
2015,84,männlich,150123
2015,84,weiblich,246421
2015,84,Insgesamt,396544
2015,85 +,männlich,668202
2015,85 +,weiblich,1536589
2015,85 +,Insgesamt,2204791
2015,Insgesamt,männlich,41000000
2015,Insgesamt,weiblich,42000000
2015,Insgesamt,Insgesamt,82175684
2016,unter 1 Jahr,männlich,403564
2016,unter 1 Jahr,weiblich,384735
2016,unter 1 Jahr,Insgesamt,788299
2016,1,männlich,391699
2016,1,weiblich,370820
2016,1,Insgesamt,762519
2016,2,männlich,386856
2016,2,weiblich,366361
2016,2,Insgesamt,753217
2016,3,männlich,373724
2016,3,weiblich,353479
2016,3,Insgesamt,727203
2016,4,männlich,372745
2016,4,weiblich,352463
2016,4,Insgesamt,725208
2016,5,männlich,364483
2016,5,weiblich,345166
2016,5,Insgesamt,709649
2016,6,männlich,372791
2016,6,weiblich,353199
2016,6,Insgesamt,725990
2016,7,männlich,367520
2016,7,weiblich,347094
2016,7,Insgesamt,714614
2016,8,männlich,376926
2016,8,weiblich,356978
2016,8,Insgesamt,733904
2016,9,männlich,375470
2016,9,weiblich,354300
2016,9,Insgesamt,729770
2016,10,männlich,368644
2016,10,weiblich,346854
2016,10,Insgesamt,715498
2016,11,männlich,372775
2016,11,weiblich,352305
2016,11,Insgesamt,725080
2016,12,männlich,381238
2016,12,weiblich,360196
2016,12,Insgesamt,741434
2016,13,männlich,381743
2016,13,weiblich,360084
2016,13,Insgesamt,741827
2016,14,männlich,389122
2016,14,weiblich,365234
2016,14,Insgesamt,754356
2016,15,männlich,401366
2016,15,weiblich,373495
2016,15,Insgesamt,774861
2016,16,männlich,425176
2016,16,weiblich,391999
2016,16,Insgesamt,817175
2016,17,männlich,437671
2016,17,weiblich,391987
2016,17,Insgesamt,829658
2016,18,männlich,448700
2016,18,weiblich,403949
2016,18,Insgesamt,852649
2016,19,männlich,474485
2016,19,weiblich,424041
2016,19,Insgesamt,898526
2016,20,männlich,472015
2016,20,weiblich,424854
2016,20,Insgesamt,896869
2016,21,männlich,464476
2016,21,weiblich,419395
2016,21,Insgesamt,883871
2016,22,männlich,472217
2016,22,weiblich,428110
2016,22,Insgesamt,900327
2016,23,männlich,488896
2016,23,weiblich,446961
2016,23,Insgesamt,935857
2016,24,männlich,498326
2016,24,weiblich,458781
2016,24,Insgesamt,957107
2016,25,männlich,517835
2016,25,weiblich,478296
2016,25,Insgesamt,996131
2016,26,männlich,569618
2016,26,weiblich,524395
2016,26,Insgesamt,1094013
2016,27,männlich,560561
2016,27,weiblich,520945
2016,27,Insgesamt,1081506
2016,28,männlich,576162
2016,28,weiblich,532729
2016,28,Insgesamt,1108891
2016,29,männlich,562929
2016,29,weiblich,523286
2016,29,Insgesamt,1086215
2016,30,männlich,550259
2016,30,weiblich,517944
2016,30,Insgesamt,1068203
2016,31,männlich,532987
2016,31,weiblich,503341
2016,31,Insgesamt,1036328
2016,32,männlich,528086
2016,32,weiblich,501801
2016,32,Insgesamt,1029887
2016,33,männlich,527169
2016,33,weiblich,505012
2016,33,Insgesamt,1032181
2016,34,männlich,537679
2016,34,weiblich,516797
2016,34,Insgesamt,1054476
2016,35,männlich,529587
2016,35,weiblich,515876
2016,35,Insgesamt,1045463
2016,36,männlich,531441
2016,36,weiblich,519009
2016,36,Insgesamt,1050450
2016,37,männlich,504917
2016,37,weiblich,494747
2016,37,Insgesamt,999664
2016,38,männlich,497865
2016,38,weiblich,487725
2016,38,Insgesamt,985590
2016,39,männlich,493796
2016,39,weiblich,483075
2016,39,Insgesamt,976871
2016,40,männlich,482589
2016,40,weiblich,475288
2016,40,Insgesamt,957877
2016,41,männlich,471244
2016,41,weiblich,461879
2016,41,Insgesamt,933123
2016,42,männlich,475382
2016,42,weiblich,469802
2016,42,Insgesamt,945184
2016,43,männlich,478790
2016,43,weiblich,474234
2016,43,Insgesamt,953024
2016,44,männlich,520352
2016,44,weiblich,512426
2016,44,Insgesamt,1032778
2016,45,männlich,573121
2016,45,weiblich,562689
2016,45,Insgesamt,1135810
2016,46,männlich,594048
2016,46,weiblich,583694
2016,46,Insgesamt,1177742
2016,47,männlich,639442
2016,47,weiblich,624889
2016,47,Insgesamt,1264331
2016,48,männlich,669654
2016,48,weiblich,654117
2016,48,Insgesamt,1323771
2016,49,männlich,686478
2016,49,weiblich,671780
2016,49,Insgesamt,1358258
2016,50,männlich,704842
2016,50,weiblich,689115
2016,50,Insgesamt,1393957
2016,51,männlich,707768
2016,51,weiblich,689985
2016,51,Insgesamt,1397753
2016,52,männlich,718576
2016,52,weiblich,703375
2016,52,Insgesamt,1421951
2016,53,männlich,710558
2016,53,weiblich,698174
2016,53,Insgesamt,1408732
2016,54,männlich,684508
2016,54,weiblich,677406
2016,54,Insgesamt,1361914
2016,55,männlich,670968
2016,55,weiblich,669440
2016,55,Insgesamt,1340408
2016,56,männlich,646119
2016,56,weiblich,647001
2016,56,Insgesamt,1293120
2016,57,männlich,626157
2016,57,weiblich,628398
2016,57,Insgesamt,1254555
2016,58,männlich,589191
2016,58,weiblich,593393
2016,58,Insgesamt,1182584
2016,59,männlich,572312
2016,59,weiblich,580147
2016,59,Insgesamt,1152459
2016,60,männlich,552474
2016,60,weiblich,565179
2016,60,Insgesamt,1117653
2016,61,männlich,530011
2016,61,weiblich,549761
2016,61,Insgesamt,1079772
2016,62,männlich,513037
2016,62,weiblich,542480
2016,62,Insgesamt,1055517
2016,63,männlich,491105
2016,63,weiblich,526042
2016,63,Insgesamt,1017147
2016,64,männlich,486830
2016,64,weiblich,524361
2016,64,Insgesamt,1011191
